Status,"Common
Code",Name,Description,"Level /
Category",Symbol,Conversion Factor
,L28,mole per cubic metre kelvin,,2,(mol/m³)/K,(mol/m³)/K
,L29,mole per cubic metre bar,,2,(mol/m³)/bar,10⁻⁵ (mol/m³)/Pa
,L30,mole per minute,,1S,mol/min,"1,666 67 x 10⁻² mol/s"
,L31,milliroentgen aequivalent men,,2,mrem,10⁻⁵ Sv
,L32,nanogram per kilogram,,1S,ng/kg,10⁻¹²
,L33,ounce (avoirdupois) per day,,2,oz/d,"3,281 194 x 10⁻⁷kg/s"
,L34,ounce (avoirdupois) per hour,,2,oz/h,"7,874 867 x 10⁻⁶ kg/s"
,L35,ounce (avoirdupois) per minute,,2,oz/min,"4,724 92 x 10⁻⁴ kg/s"
,L36,ounce (avoirdupois) per second,,2,oz/s,"2,834 952 x 10⁻² kg/s"
,L37,ounce (avoirdupois) per gallon (UK),,2,oz/gal (UK),"6,236 023 kg/m³"
,L38,ounce (avoirdupois) per gallon (US),,2,oz/gal (US),"7,489 152 kg/m³"
,L39,ounce (avoirdupois) per cubic inch,,2,oz/in³,"1,729 994 x 10³ kg/m³"
,L40,ounce (avoirdupois)-force,,2,ozf,"0,278 013 9 N"
,L41,ounce (avoirdupois)-force inch,,2,ozf·in,"7,061 552 x 10⁻³ N x m"
,L42,picosiemens per metre,,2,pS/m,10⁻¹² S/m
,L43,peck (UK),,2,pk (UK),"9,092 181 x 10⁻³ m³"
,L44,peck (UK) per day,,2,pk (UK)/d,"1,052 336 x 10⁻⁷ m³/s"
,L45,peck (UK) per hour,,2,pk (UK)/h,"2,525 606 x 10⁻⁶ m³/s"
,L46,peck (UK) per minute,,2,pk (UK)/min,"1,515 363 5 x 10⁻⁴ m³/s"
,L47,peck (UK) per second,,2,pk (UK)/s,"9,092 181 x 10⁻³ m³/s"
,L48,peck (US dry) per day,,2,pk (US dry)/d,"1,019 649 x 10⁻⁷ m³/s"
,L49,peck (US dry) per hour,,2,pk (US dry)/h,"2,447 158 x 10⁻⁶ m³/s"
,L50,peck (US dry) per minute,,2,pk (US dry)/min,"1,468 295 x 10⁻⁴ m³/s"
,L51,peck (US dry) per second,,2,pk (US dry)/s,"8,809 768 x 10⁻³ m³/s"
,L52,psi per psi,,2,psi/psi,1
,L53,pint (UK) per day,,2,pt (UK)/d,"6,577 098 x 10⁻⁹ m³/s"
,L54,pint (UK) per hour,,2,pt (UK)/h,"1,578 504 x 10⁻⁷ m³/s"
,L55,pint (UK) per minute,,2,pt (UK)/min,"9,471 022 x 10⁻⁶ m³/s"
,L56,pint (UK) per second,,2,pt (UK)/s,"5,682 613 x 10⁻⁴ m³/s"
,L57,pint (US liquid) per day,,2,pt (US liq.)/d,"5,476 580 x 10⁻⁹ m³/s"
,L58,pint (US liquid) per hour,,2,pt (US liq.)/h,"1,314 379 x 10⁻⁷ m³/s"
,L59,pint (US liquid) per minute,,2,pt (US liq.)/min,"7,886 275 x 10⁻⁶ m³/s"
,L60,pint (US liquid) per second,,2,pt (US liq.)/s,"4,731 765 x 10⁻⁴ m³/s"
X,L61,pint (US dry),Use dry pint (common code PTD),2,pt (US dry),"5,506 105 x 10⁻⁴ m³"
X,L62,quart (US dry),Use dry quart (US) (common code QTD),2,qt (US dry),"1,101 221 x 10⁻³ m³"
,L63,slug per day,,2,slug/d,"1,689 109 x 10⁻⁴ kg/s"
,L64,slug per foot second,,2,slug/(ft·s),"47,880 26 Pa x s"
,L65,slug per cubic foot,,2,slug/ft³,"5,153 788 x 10² kg/m³"
,L66,slug per hour,,2,slug/h,"4,053 861 x 10⁻³ kg/s"
,L67,slug per minute,,2,slug/min,"0,243 231 7 kg/s"
,L68,slug per second,,2,slug/s,"14,593 90 kg/s"
,L69,tonne per kelvin,,2,t/K,10³ kg/K
,L70,tonne per bar,,2,t/bar,10⁻² kg/Pa
,L71,tonne per day,,2,t/d,"1,157 41 x 10⁻² kg/s"
,L72,tonne per day kelvin,,2,(t/d)/K,"1,157 41 x 10⁻² (kg/s)/K"
,L73,tonne per day bar,,2,(t/d)/bar,"1,157 41 x 10⁻⁷ (kg/s)/Pa"
,L74,tonne per hour kelvin,,2,(t/h)/K,"2,777 78 x 10⁻¹ (kg/s)/K"
,L75,tonne per hour bar,,2,(t/h)/bar,"2,777 78 x 10⁻⁶ (kg/s)/Pa"
,L76,tonne per cubic metre kelvin,,2,(t/m³)/K,10³ (kg/m³)/K
,L77,tonne per cubic metre bar,,2,(t/m³)/bar,10⁻² (kg/m³)/Pa
,L78,tonne per minute,,2,t/min,"16,666 7 kg/s"
,L79,tonne per minute kelvin,,2,(t/min)/K,"16,666 7 (kg/s)/K"
,L80,tonne per minute bar,,2,(t/min)/bar,"1,666 67 x 10⁻⁴ (kg/s)/Pa"
,L81,tonne per second,,2,t/s,10³ kg/s
,L82,tonne per second kelvin,,2,(t/s)/K,10³ (kg/s)/K
,L83,tonne per second bar,,2,(t/s)/bar,10⁻² (kg/s)/Pa
,L84,ton (UK shipping),,2,British shipping ton,"1,189 3 m³"
,L85,ton long per day,,2,ton (UK)/d,"1,175 980 x 10⁻² kg/s"
,L86,ton (US shipping),,2,(US) shipping ton,"1,132 6 m³"
,L87,ton short per degree Fahrenheit,,2,ton (US)/°F,"1,632 932 x 10³ kg/K"
,L88,ton short per day,,2,ton (US)/d,"1,049 982 x 10⁻² kg/s"
,L89,ton short per hour degree Fahrenheit,,2,ton (US)/(h·°F),"0,453 592 2 kg/s x K"
,L90,ton short per hour psi,,2,(ton (US)/h)/psi,"3,654 889 x 10⁻⁵ (kg/s)/Pa"
,L91,ton short per psi,,2,ton (US)/psi,"0,131 576"
,L92,ton (UK long) per cubic yard,,2,ton.l/yd³ (UK),"1,328 939 x 10³ kg/m³"
,L93,ton (US short) per cubic yard,,2,ton.s/yd³ (US),"1,186 553 x 10³ kg/m³"
,L94,ton-force (US short),,2,ton.sh-force,"8,896 443 x 10³ N"
,L95,common year,,2,y (365 days),"3,153 6 x 10⁷ s"
,L96,sidereal year,,2,y (sidereal),"3,155 815 x 10⁷ s"
,L98,yard per degree Fahrenheit,,2,yd/°F,"1,645 92 m/K"
,L99,yard per psi,,2,yd/psi,"1,326 225 x 10⁻⁴ m/Pa"
,LA,pound per cubic inch,,2,lb/in³,"2,767 990 x 10⁴ kg/m³"
,LAC,lactose excess percentage,A unit of proportion defining the percentage of lactose in a product that exceeds a defined percentage level.,3.5,,
,LBR,pound,,2,lb,"0,453 592 37 kg"
,LBT,troy pound (US),,3.5,,"373,241 7 g"
X,LC,linear centimetre,,3.1,,
,LD,litre per day,,1M,l/d,"1,157 41 x 10⁻⁸ m³/s"
X,LE,lite,,3.9,,
,LEF,leaf,A unit of count defining the number of leaves.,3.5,,
,LF,linear foot,A unit of count defining the number of feet (12-inch) in length of a uniform width object.,3.1,,
,LH,labour hour,A unit of time defining the number of labour hours.,3.1,,
X,LI,linear inch,,3.1,,
X,LJ,large spray,,3.9,,
,LK,link,A unit of distance equal to 0.01 chain.,3.9,,
,LM,linear metre,A unit of count defining the number of metres in length of a uniform width object.,3.1,,
,LN,length,A unit of distance defining the linear extent of an item measured from end to end.,3.9,,
,LO,lot [unit of procurement],A unit of count defining the number of lots (lot: a collection of associated items).,3.9,,
,LP,liquid pound,A unit of mass defining the number of pounds of a liquid substance.,3.1,,
,LPA,litre of pure alcohol,A unit of volume equal to one litre of pure alcohol.,3.1,,
,LR,layer,A unit of count defining the number of layers.,3.9,,
,LS,lump sum,A unit of count defining the number of whole or a complete monetary amounts.,3.9,,
,LTN,ton (UK) or long ton (US),Synonym: gross ton (2240 lb),2,ton (UK),"1,016 047 x 10³ kg"
,LTR,litre,,1,l,10⁻³ m³
,LUB,"metric ton, lubricating oil",A unit of mass defining the number of metric tons of lubricating oil.,3.1,,
,LUM,lumen,,1,lm,cd x sr
,LUX,lux,,1,lx,cd x sr / m²
X,LX,linear yard per pound,,3.1,,
,LY,linear yard,A unit of count defining the number of 36-inch units in length of a uniform width object.,3.1,,
X,M0,magnetic tape,,3.6,,
,M1,milligram per litre,,1M,mg/l,10⁻³ kg/m³
,M10,reciprocal cubic yard,,2,1/yd³,"1,307 951 m⁻³"
,M11,cubic yard per degree Fahrenheit,,2,yd³/°F,"1,376 199 m³/K"
,M12,cubic yard per day,,2,yd³/d,"8,849 015 x 10⁻⁶ m³/s"
,M13,cubic yard per hour,,2,yd³/h,"2,123 764 x 10⁻⁴ m³/s"
,M14,cubic yard per psi,,2,yd³/psi,"1,108 893 x 10⁻⁴ m³/Pa"
,M15,cubic yard per minute,,2,yd³/min,"1,274 258 x 10⁻² m³/s"
,M16,cubic yard per second,,2,yd³/s,"0,764 554 9 m³/s"
,M17,kilohertz metre,,2,kHz·m,10³ Hz x m
,M18,gigahertz metre,,2,GHz·m,10⁹ Hz x m
,M19,Beaufort,"An empirical measure for describing wind speed based mainly on observed sea conditions. The Beaufort scale indicates the wind speed by numbers that typically range from 0 for calm, to 12 for hurricane.",3,Bft,
,M20,reciprocal megakelvin or megakelvin to the power minus one,,2,1/MK,10⁻⁶ K⁻¹
,M21,reciprocal kilovolt - ampere reciprocal hour,,2,1/kVAh,"2,777 778 x 10⁻⁷ (V x A x s)⁻¹"
,M22,millilitre per square centimetre minute,,2,(ml/min)/cm²,"2,777 778 x 10⁻⁶  (m³/s)/m²"
,M23,newton per centimetre,,1M,N/cm,10² N/m
,M24,ohm kilometre,,1M,Ω·km,10³ Ω x m
,M25,percent per degree Celsius,"A unit of proportion, equal to 0.01, in relation to a temperature of one degree.",3.7,%/°C,10⁻² °C⁻¹
,M26,gigaohm per metre,,2,GΩ/m,10⁹ Ω/m
,M27,megahertz metre,,2,MHz·m,10⁶ Hz x m
,M29,kilogram per kilogram,,1S,kg/kg,1
,M30,reciprocal volt - ampere reciprocal second,,1S,1/(V·A·s),(V x A x s)⁻¹
,M31,kilogram per kilometre,,1S,kg/km,10⁻³ kg/m
,M32,pascal second per litre,,2,Pa·s/l,10³ Pa x s/m³
,M33,millimole per litre,,1S,mmol/l,mol/m³
,M34,newton metre per square metre,,1S,N·m/m²,N x m/m²
,M35,millivolt - ampere,,1S,mV·A,10⁻³ V x A
,M36,30-day month,"A unit of count defining the number of months expressed in multiples of 30 days, one day equals 24 hours.",3.7,mo (30 days),"2,592 000 x 10⁶ s"
,M37,actual/360,"A unit of count defining the number of years expressed in multiples of 360 days, one day equals 24 hours.",3.7,y (360 days),"3,110 400 0 x 10⁷ s"
,M38,kilometre per second squared,1000-fold of the SI base unit metre divided by the power of the SI base unit second by exponent 2.,1M,km/s²,10³ m/s²
,M39,centimetre per second squared,"0,01-fold of the SI base unit metre divided by the power of the SI base unit second by exponent 2.",1M,cm/s²,10⁻² m/s²
,M4,monetary value,A unit of measure expressed as a monetary amount.,3.9,,
,M40,yard per second squared,Unit of the length according to the Anglo-American and Imperial system of units divided by the power of the SI base unit second by exponent 2.,2,yd/s²,"9,144 x 10⁻¹ m/s²"
,M41,millimetre per second squared,"0,001-fold of the SI base unit metre divided by the power of the SI base unit second by exponent 2.",1M,mm/s²,10⁻³ m/s²
,M42,mile (statute mile) per second squared,Unit of the length according to the Imperial system of units divided by the power of the SI base unit second by exponent 2.,2,mi/s²,"1,609 344 x 10³ m/s²"
,M43,mil,"Unit to indicate an angle at military zone, equal to the 6400th part of the full circle of the 360° or 2·p·rad.",2,mil,"9,817 477  x 10⁻⁴ rad"
,M44,revolution,Unit to identify an angle of the full circle of 360° or 2·p·rad (Refer ISO/TC12 SI Guide).,2,rev,"6,283 185 rad"
,M45,degree [unit of angle] per second squared,360 part of a full circle divided by the power of the SI base unit second and the exponent 2.,1M,°/s²,"1,745 329 x 10⁻² rad / s"
,M46,revolution per minute,Unit of the angular velocity.,2,r/min,"0,104 719 8 rad/s"
,M47,circular mil,"Unit of an area, of which the size is given by a diameter of length of 1 mm (0,001 in) based on the formula: area = p·(diameter/2)².",2,cmil,"5,067 075 x 10⁻¹⁰ m²"
,M48,square mile (based on U.S. survey foot),"Unit of the area, which is mainly common in the agriculture and forestry.",2,mi² (US survey),"2,589 998 x 10⁶ m²"
,M49,chain (based on U.S. survey foot),Unit of the length according the Anglo-American system of units.,2,ch (US survey) ,"2,011684 x 10 m"
,M5,microcurie,,2S,µCi,"3,7 x 10⁴ Bq"
,M50,furlong,Unit commonly used in Great Britain at rural distances: 1 furlong = 40 rods = 10 chains (UK) = 1/8 mile = 1/10 furlong = 220 yards = 660 foot.,2,fur,"2,011 68 x 10² m"
,M51,foot (U.S. survey),"Unit commonly used in the United States for ordnance survey.",2,ft (US survey) ,"3,048 006 x 10⁻¹ m"
,M52,mile (based on U.S. survey foot),Unit commonly used in the United States for ordnance survey.,2,mi (US survey) ,"1,609347 x 10³ m"
,M53,metre per pascal,SI base unit metre divided by the derived SI unit pascal.,1M,m/Pa,kg⁻¹ x m² x s²
,M55,metre per radiant,Unit of the translation factor for implementation from rotation to linear movement.,1S,m/rad,m/rad
,M56,shake,Unit for a very short period.,2,shake,10⁻⁸ s
,M57,mile per minute,Unit of velocity from the Imperial system of units.,2,mi/min,"26,822 4 m/s"
,M58,mile per second,Unit of the velocity from the Imperial system of units.,2,mi/s,"1,609 344 x 10³ m/s"
,M59,metre per second pascal,SI base unit meter divided by the product of SI base unit second and the derived SI unit pascal.,1S,(m/s)/Pa,m² x kg⁻¹ x s
,M60,metre per hour,SI base unit metre divided by the unit hour.,2,m/h,"2,777 78 x 10⁻⁴ m/s"
,M61,inch per year,Unit of the length according to the Anglo-American and Imperial system of units divided by the unit common year with 365 days.,2,in/y,"8,048 774 x 10⁻¹⁰ m/s"
,M62,kilometre per second,1000-fold of the SI base unit metre divided by the SI base unit second.,2,km/s,10³ m/s
,M63,inch per minute,Unit inch according to the Anglo-American and Imperial system of units divided by the unit minute.,2,in/min,"4,233 333 x 10⁻⁴ m/s"
,M64,yard per second,Unit yard according to the Anglo-American and Imperial system of units divided by the SI base unit second.,2,yd/s,"9,144 x 10⁻¹ m/s"
,M65,yard per minute,Unit yard according to the Anglo-American and Imperial system of units divided by the unit minute.,2,yd/min,"1,524 x 10⁻² m/s"
,M66,yard per hour,Unit yard according to the Anglo-American and Imperial system of units divided by the unit hour.,2,yd/h,"2,54 x 10⁻⁴ m/s"
,M67,acre-foot (based on U.S. survey foot),"Unit of the volume, which is used in the United States to measure/gauge the capacity of reservoirs.",2,acre-ft (US survey),"1,233 489 x 10³ m³"
,M68,cord (128 ft3),Traditional unit of the volume of stacked firewood which has been measured with a cord.,2,cord,"3,624 556 m³"
,M69,cubic mile (UK statute),Unit of volume according to the Imperial system of units.,2,mi³,"4,168 182 x 10⁹ m³"
,M7,micro-inch,,2,µin,"25,4 x 10⁻⁹ m"
,M70,"ton, register",Traditional unit of the cargo capacity.,2,RT,"2,831 685 m³"
,M71,cubic metre per pascal,Power of the SI base unit meter by exponent 3 divided by the derived SI base unit pascal.,1S,m³/Pa,kg⁻¹ x m⁴ x s²
,M72,bel,Logarithmic relationship to base 10.,1M,B,B
,M73,kilogram per cubic metre pascal,SI base unit kilogram divided by the product of the power of the SI base unit metre with exponent 3 and the derived SI unit pascal.,1M,(kg/m³)/Pa,m⁻² x s²
,M74,kilogram per pascal,SI base unit kilogram divided by the derived SI unit pascal.,2,kg/Pa,m x s²
,M75,kilopound-force,1000-fold of the unit of the force pound-force (lbf) according to the Anglo-American system of units with the relationship.,2,kip,"4,448 222 x 10³ N"
,M76,poundal,"Non SI-conforming unit of the power, which corresponds to a mass of a pound multiplied with the acceleration of a foot per square second.",2,pdl,"1,382 550 x 10⁻¹ N"
,M77,kilogram metre per second squared,Product of the SI base unit kilogram and the SI base unit metre divided by the power of the SI base unit second by exponent 2.,2,kg·m/s²,(kg x m)/s²
,M78,pond,"0,001-fold of the unit of the weight, defined as a mass of 1 kg which finds out about a weight strength from 1 kp by the gravitational force at sea level which corresponds to a strength of 9,806 65 newton.",2,p,"9,806 65 x 10⁻³ N"
,M79,square foot per hour,Power of the unit foot according to the Anglo-American and Imperial system of units by exponent 2 divided by the unit of time hour.,2,ft²/h,"2,580 64 x 10⁻⁵ m²/s"
,M80,stokes per pascal,CGS (Centimetre-Gram-Second system) unit stokes divided by the derived SI unit pascal.,2,St/Pa,10⁻⁴ kg⁻¹ x m³ x s
,M81,square centimetre per second,"0,000 1-fold of the power of the SI base unit metre by exponent 2 divided by the SI base unit second.",2,cm²/s,10⁻⁴ m²/s
,M82,square metre per second pascal,Power of the SI base unit metre with the exponent 2 divided by the SI base unit second and the derived SI unit pascal.,1,(m²/s)/Pa,kg⁻¹ x m³ x s
,M83,denier,Traditional unit for the indication of the linear mass of textile fibers and yarns.,2,den,"1,111 111 x 10⁻⁷ kg/m"
,M84,pound per yard,Unit for linear mass according to avoirdupois system of units.,2,lb/yd,"4,960 546 x 10⁻¹ kg/m"
,M85,"ton, assay",Non SI-conforming unit of the mass used in the mineralogy to determine the concentration of precious metals in ore according to the mass of the precious metal in milligrams in a sample of the mass of an assay sound (number of troy ounces in a short ton (1 000 lb)).,2,,"2,916 667 x 10⁻² kg"
,M86,pfund,Outdated unit of the mass used in Germany.,2,pfd,"0,5 kg"
,M87,kilogram per second pascal,SI base unit kilogram divided by the product of the SI base unit second and the derived SI unit pascal.,1S,(kg/s)/Pa,m x s
,M88,tonne per month,Unit tonne divided by the unit month.,2,t/mo,"3,802 570 537 68 x 10⁻⁴ kg/s"
,M89,tonne per year,Unit tonne divided by the unit year with 365 days.,2,t/y,"3,168 808 781 x 10⁻⁵ kg/s"
,M9,million Btu per 1000 cubic foot,,3.9,MBTU/kft³,
,M90,kilopound per hour,1000-fold of the unit of the mass avoirdupois pound according to the avoirdupois unit system divided by the unit hour.,2,klb/h,"0,125 997 889 kg/s"
,M91,pound per pound,Proportion of the mass consisting of the avoirdupois pound according to the avoirdupois unit system divided by the avoirdupois pound according to the avoirdupois unit system.,2,lb/lb,1
,M92,pound-force foot,Product of the unit pound-force according to the Anglo-American system of units and the unit foot according to the Anglo-American and the Imperial system of units.,2,lbf·ft,"1,355 818 N x m"
,M93,newton metre per radian,Product of the derived SI unit newton and the SI base unit metre divided by the unit radian.,1M,N·m/rad,m² x kg x s⁻² x rad⁻¹
,M94,kilogram metre,Unit of imbalance as a product of the SI base unit kilogram and the SI base unit metre.,1S,kg·m,kg x m
,M95,poundal foot,Product of the non SI-conforming unit of the force poundal and the unit foot according to the Anglo-American and Imperial system of units .,2,pdl·ft,"4,214 011 x 10⁻² N x m"
,M96,poundal inch,Product of the non SI-conforming unit of the force poundal and the unit inch according to the Anglo-American and Imperial system of units .,2,pdl·in,"3,511 677 10⁻³ N x m"
,M97,dyne metre,CGS (Centimetre-Gram-Second system) unit of the rotational moment.,2,dyn·m,10⁻⁵ N x m
,M98,kilogram centimetre per second,"Product of the SI base unit kilogram and the 0,01-fold of the SI base unit metre divided by the SI base unit second.",1M,kg·(cm/s),10⁻² kg x m/s
,M99,gram centimetre per second,"Product of the 0,001-fold of the SI base unit kilogram and the 0,01-fold of the SI base unit metre divided by the SI base unit second.",1M,g·(cm/s),10⁻⁵ kg x m/s
X,MA,machine per unit,,3.9,,
,MAH,megavolt ampere reactive hour,A unit of electrical reactive power defining the total amount of reactive power across a power system.,3.1,Mvar·h,
,MAL,megalitre,,1M,Ml,10³ m³
,MAM,megametre,,2,Mm,10⁶ m
,MAR,megavar,A unit of electrical reactive power represented by a current of one thousand amperes flowing due a potential difference of one thousand volts where the sine of the phase angle between them is 1.,1M,Mvar,
,MAW,megawatt,A unit of power defining the rate of energy transferred or consumed when a current of 1000 amperes flows due to a potential of 1000 volts at unity power factor.,1S,MW,10⁶ W
,MBE,thousand standard brick equivalent,A unit of count defining the number of one thousand brick equivalent units.,3.5,,
,MBF,thousand board foot,A unit of volume equal to one thousand board foot.,3.5,,
,MBR,millibar,,1S,mbar,10² Pa
,MC,microgram,,1S,µg,10⁻⁹ kg
,MCU,millicurie,,2S,mCi,"3,7 x 10⁷ Bq"
,MD,air dry metric ton,"A unit of count defining the number of metric tons of a product, disregarding the water content of the product.",3.1,,
X,MF,milligram per square foot per side,,3.1,,
,MGM,milligram,,1S,mg,10⁻⁶ kg
,MHZ,megahertz,,1S,MHz,10⁶ Hz
,MIK,square mile (statute mile),,2,mi²,"2,589 988 km²"
,MIL,thousand,,3.7,,10³
,MIN,minute [unit of time],,1,min,60 s
,MIO,million,,3.7,,10⁶
,MIU,million international unit,A unit of count defining the number of international units in multiples of 10⁶.,3.7,,
X,MK,milligram per square inch,,3.5,mg/in²,
,MLD,milliard,Synonym: billion (US),3.7,,10⁹
,MLT,millilitre,,1S,ml,10⁻⁶ m³
,MMK,square millimetre,,1S,mm²,10⁻⁶ m²
,MMQ,cubic millimetre,,1S,mm³,10⁻⁹ m³
,MMT,millimetre,,1S,mm,10⁻³ m
,MND,"kilogram, dry weight","A unit of mass defining the number of kilograms of a product, disregarding the water content of the product.",3.1,,
,MON,month,"Unit of time equal to 1/12 of a year of 365,25 days.",2,mo,"2,629 800 x 10⁶ s"
,MPA,megapascal,,1S,MPa,10⁶ Pa
X,MQ,thousand metre,,3.8,,10³m
,MQH,cubic metre per hour,,1M,m³/h,"2,777 78 x 10⁻⁴ m³/s"
,MQS,cubic metre per second,,1,m³/s,m³/s
,MSK,metre per second squared,,1,m/s²,m/s²
X,MT,mat,"Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet).",3.3,,
,MTK,square metre,,1,m²,m²
,MTQ,cubic metre,Synonym: metre cubed,1,m³,m³
,MTR,metre,,1,m,m
,MTS,metre per second,,1,m/s,m/s
X,MV,number of mults,,3.7,,
,MVA,megavolt - ampere,,1S,MV·A,10⁶ V x A
,MWH,megawatt hour (1000 kW.h),A unit of power defining the total amount of bulk energy transferred or consumed.,1S,MW·h,"3,6 x 10⁹ J"
,N1,pen calorie,A unit of count defining the number of calories prescribed daily for parenteral/enteral therapy.,3.9,,
,N10,pound foot per second,Product of the avoirdupois pound according to the avoirdupois unit system and the unit foot according to the Anglo-American and Imperial system of units divided by the SI base unit second.,2,lb·(ft/s),"1,382 550 x 10⁻¹ kg x m/s"
,N11,pound inch per second,Product of the avoirdupois pound according to the avoirdupois unit system and the unit inch according to the Anglo-American and Imperial system of units divided by the SI base unit second.,2,lb·(in/s),"1,152 125 x 10⁻² kg x m/s"
,N12,Pferdestaerke,"Obsolete unit of the power relating to DIN 1301-3:1979: 1 PS = 735,498 75 W.",2,PS,"7,354 988 x 10² W"
,N13,centimetre of mercury (0 ºC),"Non SI-conforming unit of pressure, at which a value of 1 cmHg meets the static pressure, which is generated by a mercury at a temperature of 0 °C with a height of 1 centimetre .",2,cmHg (0 ºC),"1,333 22 x 10³ Pa"
,N14,centimetre of water (4 ºC),"Non SI-conforming unit of pressure, at which a value of 1 cmH2O meets the static pressure, which is generated by a head of water at a temperature of 4 °C with a height of 1 centimetre .",2,cmH₂O (4 °C),"9,806 38 x 10 Pa"
,N15,foot of water (39.2 ºF),"Non SI-conforming unit of pressure according to the Anglo-American and Imperial system for units, whereas the value of 1 ftH2O is equivalent to the static pressure, which is generated by a head of water at a temperature 39,2°F with a height of 1 foot .",2,"ftH₂O (39,2 ºF)","2,988 98 x 10³  Pa"
,N16,inch of mercury (32 ºF),"Non SI-conforming unit of pressure according to the Anglo-American and Imperial system for units, whereas the value of 1 inHg meets the static pressure, which is generated by a mercury at a temperature of 32°F with a height of 1 inch.",2,inHG (32 ºF),"3,386 38 x 10³  Pa"
,N17,inch of mercury (60 ºF),"Non SI-conforming unit of pressure according to the Anglo-American and Imperial system for units, whereas the value of 1 inHg meets the static pressure, which is generated by a mercury at a temperature of 60°F with a height of 1 inch.",2,inHg (60 ºF),"3,376 85 x 10³  Pa"
,N18,inch of water (39.2 ºF),"Non SI-conforming unit of pressure according to the Anglo-American and Imperial system for units, whereas the value of 1 inH2O meets the static pressure, which is generated by a head of water at a temperature of 39,2°F with a height of 1 inch .",2,"inH₂O (39,2 ºF)","2,490 82 × 10² Pa"
,N19,inch of water (60 ºF),"Non SI-conforming unit of pressure according to the Anglo-American and Imperial system for units, whereas the value of 1 inH2O meets the static pressure, which is generated by a head of water at a temperature of 60°F with a height of 1 inch .",2,inH₂O (60 ºF),"2,488 4 × 10² Pa"
X,N2,number of lines,,3.9,,
,N20,kip per square inch,Non SI-conforming unit of the pressure according to the Anglo-American system of units as the 1000-fold of the unit of the force pound-force divided by the power of the unit inch by exponent 2.,2,ksi,"6,894 757 x 10⁶ Pa"
,N21,poundal per square foot,"Non SI-conforming unit of pressure by the Imperial system of units according to NIST: 1 pdl/ft² = 1,488 164 Pa.",2,pdl/ft²,"1,488 164 Pa"
,N22,ounce (avoirdupois) per square inch,Unit of the surface specific mass (avoirdupois ounce according to the avoirdupois system of units according to the surface square inch according to the Anglo-American and Imperial system of units).,2,oz/in²,"4,394 185 x 10 kg/m²"
,N23,conventional metre of water,"Not SI-conforming unit of pressure, whereas a value of 1 mH2O is equivalent to the static pressure, which is produced by one metre high water column .",2,mH₂O,"9,806 65 x 10³ Pa"
,N24,gram per square millimetre,"0,001-fold of the SI base unit kilogram divided by the 0.000 001-fold of the power of the SI base unit meter by exponent 2.",2,g/mm²,10³ kg/m²
,N25,pound per square yard,Unit for areal-related mass as a unit pound according to the avoirdupois unit system divided by the power of the unit yard according to the Anglo-American and Imperial system of units with exponent 2.,2,lb/yd²,"5,424 919 x 10⁻¹ kg/m²"
,N26,poundal per square inch,Non SI-conforming unit of the pressure according to the Imperial system of units (poundal by square inch).,2,pdl/in²,"2,142 957 × 10² Pa"
,N27,foot to the fourth power,"Power of the unit foot according to the Anglo-American and Imperial system of units by exponent 4 according to NIST: 1 ft4 = 8,630 975 m4.",2,ft⁴,"8,630 975 x 10⁻³ m⁴"
,N28,cubic decimetre per kilogram,"0,001 fold of the power of the SI base unit meter by exponent 3 divided by the SI based unit kilogram.",1M,dm³/kg,10⁻³ m³ x kg⁻¹
,N29,cubic foot per pound,Power of the unit foot according to the Anglo-American and Imperial system of units by exponent 3 divided by the unit avoirdupois pound according to the avoirdupois unit system.,2,ft³/lb,"6,242 796 x 10⁻² m³/kg"
,N3,print point,,3.5,,"0,013 8 in (approx)"
,N30,cubic inch per pound,Power of the unit inch according to the Anglo-American and Imperial system of units by exponent 3 divided by the avoirdupois pound according to the avoirdupois unit system .,2,in³/lb,"3,612 728 x 10⁻⁵ m³/kg"
,N31,kilonewton per metre,1000-fold of the derived SI unit newton divided by the SI base unit metre.,1M,kN/m,10³ N/m
,N32,poundal per inch,Non SI-conforming unit of the surface tension according to the Imperial unit system as quotient poundal by inch.,2,pdl/in,"5,443 110 N/m"
,N33,pound-force per yard,Unit of force per unit length based on the Anglo-American system of units.,2,lbf/yd,"4,864 635 N/m"
,N34,poundal second per square foot,Non SI-conforming unit of viscosity.,2,(pdl/ft²)·s,"1,488 164 Pa x s"
,N35,poise per pascal,CGS (Centimetre-Gram-Second system) unit poise divided by the derived SI unit pascal.,2,P/Pa,"0,1 s"
,N36,newton second per square metre,Unit of the dynamic viscosity as a product of unit of the pressure (newton by square metre) multiplied with the SI base unit second.,1S,(N/m²)·s,Pa x s
,N37,kilogram per metre second,Unit of the dynamic viscosity as a quotient SI base unit kilogram divided by the SI base unit metre and by the SI base unit second.,1,kg/(m·s),Pa x s
,N38,kilogram per metre minute,Unit of the dynamic viscosity as a quotient SI base unit kilogram divided by the SI base unit metre and by the unit minute.,1,kg/(m·min),"1,666 67 × 10⁻² Pa x s"
,N39,kilogram per metre day,Unit of the dynamic viscosity as a quotient SI base unit kilogram divided by the SI base unit metre and by the unit day.,1M,kg/(m·d),"1,157 41 × 10⁻⁵ Pa x s"
